Point_ID,Line_ID,Station,Date_Time,Latitude,Longitude,Easting_km_local,Northing_km_local,Elevation_m,Survey_Template,Mag_Raw_TMI_nT,Mag_Base_Station_nT,Mag_Diurnal_Correction_nT,Mag_IGRF_Reference_nT,Mag_Heading_Correction_nT,Mag_Leveling_Correction_nT,Mag_Anomaly_nT,GPS_Altitude_m,Sensor_Height_m,Heading_deg,Roll_deg,Pitch_deg,Yaw_deg,Quality_Flag
SYN00014,L001,14,2026-01-15 00:03:30,29.910078381744956,31.10402707552966,10.0,-9.981299626309918,114.4747087484079,UAV Magnetic,41029.62373907112,41015.018700373694,12.031496020856753,41000.0,1.34970632606319,-2.3007921073742064,15.291450942887252,161.5979359244185,5.0,185.0,1.6617221088862986,0.9726378974726431,185.0,GOOD
SYN00015,L002,15,2026-01-15 00:03:45,29.919083422346233,30.89597292447034,-10.0,-8.981740119567961,85.54249834721226,UAV Magnetic,40978.630834395044,40966.01825988043,12.507485587199026,41000.0,2.6302268807344644,1.2957420205472825,-32.580909171609434,138.41927117120167,5.0,190.0,1.735542510408104,0.9002484826206714,190.0,GOOD
SYN00016,L002,16,2026-01-15 00:04:00,29.91952596045325,30.91083393526029,-8.571428571428571,-8.932618389689331,87.10529460615106,UAV Magnetic,40985.002263445014,40969.638810181736,12.915882782609318,41000.0,2.6302268807344644,1.2957420205472825,-26.61787731704889,139.8363354390834,5.0,190.0,1.8008508940792014,0.8244212435210097,190.0,GOOD
SYN00017,L002,17,2026-01-15 00:04:15,29.919047534008236,30.925694946050243,-7.142857142857142,-8.985723725085792,89.3717890436222,UAV Magnetic,40991.14729412283,40973.15713341777,13.255761378948524,41000.0,2.6302268807344644,1.2957420205472825,-20.8127252355719,140.62195399888267,5.0,190.0,1.857326953065114,0.7454457454728443,190.0,GOOD
SYN00018,L002,18,2026-01-15 00:04:30,29.919709635954952,30.940555956840193,-5.714285714285714,-8.91223040900034,89.79637978524117,UAV Magnetic,40994.97002638437,40976.802055305285,13.52674686155746,41000.0,2.6302268807344644,1.2957420205472825,-17.260978456639616,138.9544915866981,5.0,190.0,1.9046936989202443,0.6636235761904619,190.0,GOOD
SYN00019,L002,19,2026-01-15 00:04:45,29.91937508596854,30.955416967630146,-4.285714285714286,-8.949365457492082,86.42130397825574,UAV Magnetic,40997.29131805516,40980.33634882823,13.729011249604131,41000.0,2.6302268807344644,1.2957420205472825,-15.141951173895263,133.89894266086998,5.0,190.0,1.9427188200856247,0.5792671941150457,190.0,GOOD
SYN00020,L002,20,2026-01-15 00:05:00,29.91932646021987,30.970277978420096,-2.8571428571428568,-8.954762915594442,94.7668183380163,UAV Magnetic,41002.50649540069,40983.90237994155,13.863262477037905,41000.0,2.6302268807344644,1.2957420205472825,-10.061025055804107,141.79710910889992,5.0,190.0,1.971215821267596,0.49269873521388163,190.0,GOOD
SYN00021,L002,21,2026-01-15 00:05:15,29.919147697271814,30.98513898921005,-1.4285714285714288,-8.97460560282879,97.98544547013583,UAV Magnetic,41005.682841178634,40987.45396582574,13.930728475339773,41000.0,2.6302268807344644,1.2957420205472825,-6.952145276156711,146.02021177860027,5.0,190.0,1.990044938109309,0.40424878282350485,190.0,GOOD
SYN00022,L002,22,2026-01-15 00:05:30,29.919833632725172,31.0,0.0,-8.89846676750567,102.60747392424652,UAV Magnetic,41012.065413988086,40991.1015332325,13.933136156004053,41000.0,2.6302268807344644,1.2957420205472825,-0.5719801473699537,152.6074739242465,5.0,190.0,1.9991138226690055,0.31425510523445344,190.0,GOOD
SYN00023,L002,23,2026-01-15 00:05:45,29.91933739098797,31.01486101078995,1.4285714285714288,-8.953549600335384,108.97667208026458,UAV Magnetic,41012.655821815344,40994.61787897109,13.872685545188158,41000.0,2.6302268807344644,1.2957420205472825,0.07887829070178287,160.94190577180012,5.0,190.0,1.9983779963431392,0.2230613658384773,190.0,GOOD
SYN00024,L002,24,2026-01-15 00:06:00,29.919238724919467,31.029722021579904,2.8571428571428577,-8.964501533939156,105.29929145634145,UAV Magnetic,41011.21102210738,40998.178355608914,13.752019374627318,41000.0,2.6302268807344644,1.2957420205472825,-1.245255246695064,158.26900068545783,5.0,190.0,1.9878410680129581,0.13101581076382313,190.0,GOOD
SYN00025,L002,25,2026-01-15 00:06:15,29.919266182314665,31.044583032369854,4.2857142857142865,-8.96145376307216,111.39607399827872,UAV Magnetic,41012.84652617083,41001.75283195121,13.574188481165235,41000.0,2.6302268807344644,1.2957420205472825,0.5680797102156301,163.91843531566448,5.0,190.0,1.9675547163446432,0.038469939010196276,190.0,GOOD
SYN00026,L002,26,2026-01-15 00:06:30,29.919584900417743,31.059444043159807,5.714285714285715,-8.926076053630497,116.17061709732057,UAV Magnetic,41008.59156579011,41005.35963823209,13.34261341157284,41000.0,2.6302268807344644,1.2957420205472825,-3.45530560091201,167.01250529586366,5.0,190.0,1.9376184363298126,-0.05422283983818191,190.0,GOOD
SYN00027,L002,27,2026-01-15 00:06:45,29.91952476884254,31.074305053949757,7.142857142857142,-8.932750658478069,113.35934110639609,UAV Magnetic,41021.69013600014,41008.92439219866,13.061042669231862,41000.0,2.6302268807344644,1.2957420205472825,9.924835351461029,162.10917615113559,5.0,190.0,1.8981790513094923,-0.14670855519556517,190.0,GOOD
SYN00028,L002,28,2026-01-15 00:07:00,29.91954180976046,31.08916606473971,8.571428571428573,-8.930859116588792,120.04331793431406,UAV Magnetic,41018.49203390803,41012.49771231198,12.733508074312963,41000.0,2.6302268807344644,1.2957420205472825,7.054267854260348,167.31227710138174,5.0,190.0,1.8494299928748417,-0.23863402719999505,190.0,GOOD
SYN00029,L002,29,2026-01-15 00:07:15,29.919548328099708,31.10402707552966,10.0,-8.930135580932317,117.43430946349595,UAV Magnetic,41026.986458779786,41016.06986441907,12.36427773889894,41000.0,2.6302268807344644,1.2957420205472825,15.917923061436982,164.5575366395065,5.0,190.0,1.7916103521763875,-0.32964821541903694,190.0,GOOD
SYN00030,L003,30,2026-01-15 00:07:30,29.929648009566932,30.89597292447034,-10.0,-7.8090709380704455,88.34341303739272,UAV Magnetic,40983.927641505725,40967.19092906193,11.957807182768134,41000.0,3.7759223462990246,-0.49278783468434084,-28.52295351173051,141.22018586138216,5.0,195.0,1.7250037072946407,-0.4194035593855714,195.0,GOOD
SYN00031,L003,31,2026-01-15 00:07:45,29.92872978880396,30.91083393526029,-8.571428571428571,-7.910993442760648,85.13506335061925,UAV Magnetic,40987.0808493566,40970.660435128666,11.51868913400015,41000.0,3.7759223462990246,-0.49278783468434084,-24.93062761208238,137.86610418355158,5.0,195.0,1.649936732423295,-0.5075573058444655,195.0,GOOD
SYN00032,L003,32,2026-01-15 00:08:00,29.928691652691278,30.925694946050243,-7.142857142857142,-7.915226551268125,88.47459291657769,UAV Magnetic,40986.841783320495,40974.22763059159,11.051602570997225,41000.0,3.7759223462990246,-0.49278783468434084,-24.702607085184344,139.7247578718382,5.0,195.0,1.5667775956863073,-0.5937728176416961,195.0,GOOD
SYN00033,L003,33,2026-01-15 00:08:15,29.928582993232116,30.940555956840193,-5.714285714285714,-7.927287751235179,90.51881142121734,UAV Magnetic,40991.33608568267,40977.78699796305,10.561261568798837,41000.0,3.7759223462990246,-0.49278783468434084,-19.717963720815522,139.67692322267425,5.0,195.0,1.475934153446809,-0.677720859257622,195.0,GOOD
SYN00034,L003,34,2026-01-15 00:08:30,29.92909821923241,30.955416967630146,-4.285714285714286,-7.870097665202244,91.2537854772683,UAV Magnetic,40999.35393244931,40981.415616620514,10.052364512640738,41000.0,3.7759223462990246,-0.49278783468434084,-11.191219898011687,138.73142415988255,5.0,195.0,1.3778519499639132,-0.7590808540752474,195.0,GOOD
SYN00035,L003,35,2026-01-15 00:08:45,29.92928308152796,30.970277978420096,-2.8571428571428568,-7.849577950396428,94.40584967231356,UAV Magnetic,40998.55467938159,40985.00756490675,9.529544235577728,41000.0,3.7759223462990246,-0.49278783468434084,-11.467652688674198,141.4361404431972,5.0,195.0,1.2730120322081673,-0.837542108582308,195.0,GOOD
SYN00036,L003,36,2026-01-15 00:09:00,29.928835182518817,30.98513898921005,-1.4285714285714288,-7.899294740411459,98.16700262975066,UAV Magnetic,41010.274736786865,40988.52927668816,8.997319624725037,41000.0,3.7759223462990246,-0.49278783468434084,0.7846293274578875,146.20176893821508,5.0,195.0,1.1619285905529262,-0.9128049988322431,195.0,GOOD
SYN00037,L003,37,2026-01-15 00:09:15,29.928573485574923,31.0,0.0,-7.928343101183765,99.858978090758,UAV Magnetic,41014.61868293849,40992.071656898814,8.460049222417808,41000.0,3.7759223462990246,-0.49278783468434084,5.665845881385403,149.858978090758,5.0,195.0,1.0451464369129766,-0.9845821146332585,195.0,GOOD
SYN00038,L003,38,2026-01-15 00:09:30,29.928579134317722,31.01486101078995,1.4285714285714288,-7.927716090732913,105.24402865456096,UAV Magnetic,41017.50917237216,40995.6437124807,7.921887324548244,41000.0,3.7759223462990246,-0.49278783468434084,9.094497212930955,157.20926234609652,5.0,195.0,0.9232383326989235,-1.0525993570961094,195.0,GOOD
SYN00039,L003,39,2026-01-15 00:09:45,29.929110692517188,31.029722021579904,2.8571428571428577,-7.868713130592275,108.90156526437686,UAV Magnetic,41008.93333713147,40999.27414401226,7.386743048786736,41000.0,3.7759223462990246,-0.49278783468434084,1.0538062479991004,161.87127449349325,5.0,195.0,0.7968021796924828,-1.1165969853493432,195.0,GOOD
SYN00040,L003,40,2026-01-15 00:10:00,29.929144084006694,31.044583032369854,4.2857142857142865,-7.865006675257126,113.12577915980492,UAV Magnetic,40994.865225677626,41002.84927903902,6.85824281065802,41000.0,3.7759223462990246,-0.49278783468434084,-12.485804967718641,165.64814047719068,5.0,195.0,0.6664580876201011,-1.1763306084248553,195.0,GOOD
SYN00041,L003,41,2026-01-15 00:10:15,29.929071975933574,31.059444043159807,5.714285714285715,-7.873010671373056,116.77783986910298,UAV Magnetic,40994.294102288164,41006.41270361435,6.339696605914731,41000.0,3.7759223462990246,-0.49278783468434084,-12.53838215243558,167.61972806764607,5.0,195.0,0.5328453328070775,-1.2315721185259907,195.0,GOOD
SYN00042,L003,42,2026-01-15 00:10:30,29.928636421347775,31.074305053949757,7.142857142857142,-7.921357230396811,114.20317905573089,UAV Magnetic,41007.77147407195,41009.935785626745,5.834068453769914,41000.0,3.7759223462990246,-0.49278783468434084,1.4446177834997889,162.9530141004704,5.0,195.0,0.39661922282855455,-1.2821105621142863,195.0,GOOD
SYN00043,L003,43,2026-01-15 00:10:45,29.92895990640376,31.08916606473971,8.571428571428573,-7.885450389182595,116.63232003208665,UAV Magnetic,41018.27821571299,41013.54312103939,5.343951307806556,41000.0,3.7759223462990246,-0.49278783468434084,12.441476570502354,163.90127919915432,5.0,195.0,0.2584478825347802,-1.3277529454883792,195.0,GOOD
SYN00044,L003,44,2026-01-15 00:11:00,29.92891829360595,31.10402707552966,10.0,-7.890069409739635,119.45249409917405,UAV Magnetic,41021.83386552599,41017.10993059026,4.871546690307456,41000.0,3.7759223462990246,-0.49278783468434084,16.469531000993822,166.5757212751846,5.0,195.0,0.11900897721369061,-1.3683249717787769,195.0,GOOD
SYN00045,L004,45,2026-01-15 00:11:15,29.938438218745148,30.89597292447034,-10.0,-6.833357719288734,84.96792596432444,UAV Magnetic,40976.80793075258,40968.16664228071,4.418649251911074,41000.0,4.7280645216403325,-0.09198651874327095,-27.70270501807396,137.84469878831385,5.0,200.0,-0.0210136110378722,-1.4036717065440973,200.0,GOOD
SYN00046,L004,46,2026-01-15 00:11:30,29.938673440432073,30.91083393526029,-8.571428571428571,-6.807248112039967,84.41170157293806,UAV Magnetic,40979.33123338168,40971.76418045939,3.9866364024973264,41000.0,4.7280645216403325,-0.09198651874327095,-24.747389539564086,137.1427424058704,5.0,200.0,-0.16093313743345167,-1.4336581694270307,200.0,GOOD
SYN00047,L004,47,2026-01-15 00:11:45,29.938439987016153,30.925694946050243,-7.142857142857142,-6.833161441206907,87.03526489829541,UAV Magnetic,40987.6790981351,40975.309695701646,3.5764631016634447,41000.0,4.7280645216403325,-0.09198651874327095,-15.989351485307326,138.28542985355588,5.0,200.0,-0.300063362656408,-1.458169849610628,200.0,GOOD
SYN00048,L004,48,2026-01-15 00:12:00,29.938604065579863,30.940555956840193,-5.714285714285714,-6.8149487206350186,89.84817088408987,UAV Magnetic,40991.79023142143,40978.89933699365,3.1886618387034638,41000.0,4.7280645216403325,-0.09198651874327095,-11.490416936020539,139.0062826855468,5.0,200.0,-0.43772191854026116,-1.4771131431065307,200.0,GOOD
SYN00049,L004,49,2026-01-15 00:12:15,29.938383764861456,30.955416967630146,-4.285714285714286,-6.839402100378339,90.60474243515048,UAV Magnetic,40995.37399045722,40982.44631218534,2.823347773304399,41000.0,4.7280645216403325,-0.09198651874327095,-7.541343834823111,138.08238111776473,5.0,200.0,-0.5732336547628758,-1.4904157102052387,200.0,GOOD
SYN00050,L004,50,2026-01-15 00:12:30,29.938463599214323,30.970277978420096,-2.8571428571428568,-6.830540487210295,96.39116157515294,UAV Magnetic,40999.02187866455,40986.02660236994,2.4802289498692685,41000.0,4.7280645216403325,-0.09198651874327095,-3.5503368040634644,143.42145234603655,5.0,200.0,-0.7059339501405062,-1.4980267517234025,200.0,GOOD
SYN00051,L004,51,2026-01-15 00:12:45,29.938586903296176,30.98513898921005,-1.4285714285714288,-6.816853734124353,99.12341591506284,UAV Magnetic,41013.66279729025,40989.611717694446,2.1586214411185143,41000.0,4.7280645216403325,-0.09198651874327095,11.412189330384662,147.15818222352726,5.0,200.0,-0.8351719722813922,-1.4999172029932257,200.0,GOOD
SYN00052,L004,52,2026-01-15 00:13:00,29.93783431084728,31.0,0.0,-6.900391495952121,103.06371843297056,UAV Magnetic,41041.41061898953,40993.099608504046,1.8574692210424009,41000.0,4.7280645216403325,-0.09198651874327095,39.46116324974277,153.06371843297057,5.0,200.0,-0.9603138696118316,-1.4960798448531771,200.0,GOOD
SYN00053,L004,53,2026-01-15 00:13:15,29.9382442152089,31.01486101078995,1.4285714285714288,-6.854892111812187,106.43275422190572,UAV Magnetic,41043.77954176423,40996.716536459615,1.5753685139939364,41000.0,4.7280645216403325,-0.09198651874327095,42.11218673148973,158.39798791344128,5.0,200.0,-1.0807458801193333,-1.486529331216166,200.0,GOOD
SYN00054,L004,54,2026-01-15 00:13:30,29.93818990838442,31.029722021579904,2.8571428571428577,-6.8609201693296065,113.6603579377212,UAV Magnetic,41001.271597186715,41000.28193697352,1.310596316315292,41000.0,4.7280645216403325,-0.09198651874327095,-0.13098564834659682,166.63006716683756,5.0,200.0,-1.1958773415659578,-1.4713021331099063,200.0,GOOD
SYN00055,L004,55,2026-01-15 00:13:45,29.938129185792004,31.044583032369854,4.2857142857142865,-6.8676603770876286,111.74919879373195,UAV Magnetic,40970.035815240655,41003.846625337195,1.0611427399397348,41000.0,4.7280645216403325,-0.09198651874327095,-31.117314018029777,164.2715601111177,5.0,200.0,-1.3051435884081464,-1.4504563994031656,200.0,CHECK_OUTLIER
SYN00056,L004,56,2026-01-15 00:14:00,29.93826026168282,31.059444043159807,5.714285714285715,-6.853110953206962,110.56716684751615,UAV Magnetic,40964.997399587366,41007.43260333251,0.824746784425737,41000.0,4.7280645216403325,-0.09198651874327095,-35.91933371580386,161.40905504605922,5.0,200.0,-1.408008721215016,-1.4240717347497494,200.0,GOOD
SYN00057,L004,57,2026-01-15 00:14:15,29.938898129633255,31.074305053949757,7.142857142857142,-6.782307610708519,119.30095001878433,UAV Magnetic,40983.34146148013,41011.074835246436,0.5989351053367544,41000.0,4.7280645216403325,-0.09198651874327095,-17.349460143949603,168.05078506352385,5.0,200.0,-1.5039682350024368,-1.3922488955981982,200.0,GOOD
SYN00058,L004,58,2026-01-15 00:14:30,29.93804740083076,31.08916606473971,8.571428571428573,-6.876738507785625,115.76519685453275,UAV Magnetic,41010.53276041603,41014.551832920784,0.3810633132063591,41000.0,4.7280645216403325,-0.09198651874327095,10.059710584074436,163.0341560216004,5.0,200.0,-1.5925514935921516,-1.3551094054280588,200.0,GOOD
SYN00059,L004,59,2026-01-15 00:14:45,29.938708341180412,31.10402707552966,10.0,-6.8033741289742355,116.4880048363891,UAV Magnetic,41021.80706681609,41018.19662587102,0.1683593088970039,41000.0,4.7280645216403325,-0.09198651874327095,21.54672098844743,163.61123201239968,5.0,200.0,-1.6733240378603604,-1.312795090682052,200.0,GOOD
SYN00060,L005,60,2026-01-15 00:15:00,29.947236139864188,30.89597292447034,-10.0,-5.856788475075159,88.8788899428279,UAV Magnetic,40971.386992096304,40969.143211524926,-0.042031861713332286,41000.0,5.437846722219899,-1.5793477660559234,-30.150323808040902,141.75566276681732,5.0,205.0,-1.7458897165549119,-1.2654675391662846,205.0,GOOD
SYN00061,L005,61,2026-01-15 00:15:15,29.94772190013144,30.91083393526029,-8.571428571428571,-5.802869085409958,82.65080672007485,UAV Magnetic,40980.28612028,40972.768559486016,-0.2530021678453963,41000.0,5.437846722219899,-1.5793477660559234,-21.040225318211505,135.3818475530072,5.0,205.0,-1.8098926292304458,-1.213307482986753,205.0,GOOD
SYN00062,L005,62,2026-01-15 00:15:30,29.947901229174718,30.925694946050243,-7.142857142857142,-5.782963561606326,83.91731851050064,UAV Magnetic,40991.170899474746,40976.35989358125,-0.46743431392576373,41000.0,5.437846722219899,-1.5793477660559234,-9.94101397738317,135.16748346576114,5.0,205.0,-1.8650188717722993,-1.1565141083785435,205.0,GOOD
SYN00063,L005,63,2026-01-15 00:15:45,29.948053830712105,30.940555956840193,-5.714285714285714,-5.7660247909561555,84.74705984294575,UAV Magnetic,41005.16149521636,40979.948260923324,-0.6881555698194728,41000.0,5.437846722219899,-1.5793477660559234,4.270303020122322,133.90517164440269,5.0,205.0,-1.9109980759482064,-1.095304295063318,205.0,GOOD
SYN00064,L005,64,2026-01-15 00:16:00,29.948098877288118,30.955416967630146,-4.285714285714286,-5.761024621018812,88.77794224810643,UAV Magnetic,41014.320004257635,40983.5246896647,-0.9178922600842794,41000.0,5.437846722219899,-1.5793477660559234,13.658548751663568,136.25558093072067,5.0,205.0,-1.947604735437027,-1.029911788039788,205.0,GOOD
SYN00065,L005,65,2026-01-15 00:16:15,29.948128470317094,30.970277978420096,-2.8571428571428568,-5.7577397948025295,94.39795346783139,UAV Magnetic,41009.5658649152,40987.09940306234,-1.159225453742558,41000.0,5.437846722219899,-1.5793477660559234,9.145742602885969,141.428244238715,5.0,205.0,-1.9746593118309392,-0.9605863049699137,205.0,GOOD
SYN00066,L005,66,2026-01-15 00:16:30,29.947716912728826,30.98513898921005,-1.4285714285714288,-5.803422687100464,98.25551742615055,UAV Magnetic,41035.469044680816,40990.62514874147,-1.4145483825853242,41000.0,5.437846722219899,-1.5793477660559234,35.304245297345425,146.290283734615,5.0,205.0,-1.9920291151866971,-0.8875925825694806,205.0,GOOD
SYN00067,L005,67,2026-01-15 00:16:45,29.947675966162908,31.0,0.0,-5.807967755917109,101.71414190984052,UAV Magnetic,41098.24942359822,40994.192032244086,-1.6860260966090173,41000.0,5.437846722219899,-1.5793477660559234,98.35610192877309,151.71414190984052,5.0,205.0,-1.9996289548072474,-0.8112093656446653,205.0,GOOD
SYN00068,L005,68,2026-01-15 00:17:00,29.948151759919277,31.01486101078995,1.4285714285714288,-5.75515464896024,102.2790419589024,UAV Magnetic,41109.517823417205,40997.816273922464,-1.9755578400547886,41000.0,5.437846722219899,-1.5793477660559234,109.91403349120762,154.24427565043794,5.0,205.0,-1.9974215570619385,-0.7317283426351906,205.0,GOOD
SYN00069,L005,69,2026-01-15 00:17:15,29.947773640926073,31.029722021579904,2.8571428571428577,-5.797125857205791,104.17208600133898,UAV Magnetic,41014.503434745784,41001.34573128565,-2.284742600950597,41000.0,5.437846722219899,-1.5793477660559234,15.208829580682016,157.14179523045536,5.0,205.0,-1.985417748196108,-0.6494530317289909,205.0,GOOD
SYN00070,L005,70,2026-01-15 00:17:30,29.947382872638343,31.044583032369854,4.2857142857142865,-5.840501137144043,112.06279749425606,UAV Magnetic,40936.51713145369,41004.87378457714,-2.6148482513868516,41000.0,5.437846722219899,-1.5793477660559234,-62.44736806097402,164.58515881164183,5.0,205.0,-1.963676401233453,-0.5646976218020017,205.0,GOOD
SYN00071,L005,71,2026-01-15 00:17:45,29.947434187632698,31.059444043159807,5.714285714285715,-5.834805172770666,113.42699820828524,UAV Magnetic,40929.550177243924,41008.450909112944,-2.9667846553822512,41000.0,5.437846722219899,-1.5793477660559234,-69.06238586674638,164.2688864068283,5.0,205.0,-1.9323041472316023,-0.4777857726092749,205.0,GOOD
SYN00072,L005,72,2026-01-15 00:18:00,29.94751124526441,31.074305053949757,7.142857142857142,-5.826251775650591,116.82000167217168,UAV Magnetic,40965.07123791503,41012.03089108149,-3.341081076565116,41000.0,5.437846722219899,-1.5793477660559234,-33.16702877446418,165.5698367169112,5.0,205.0,-1.8914548523070467,-0.38904937880915835,205.0,GOOD
SYN00073,L005,73,2026-01-15 00:18:15,29.94802173644641,31.08916606473971,8.571428571428573,-5.769587254448376,117.8630727182215,UAV Magnetic,40997.90203736598,41015.65898417412,-3.7378681695015263,41000.0,5.437846722219899,-1.5793477660559234,0.06055776942908997,165.13203188528917,5.0,205.0,-1.841328862994371,-0.2988273025404344,205.0,GOOD
SYN00074,L005,74,2026-01-15 00:18:30,29.947893904011103,31.10402707552966,10.0,-5.783776654767704,116.3448073169791,UAV Magnetic,41017.13907818679,41019.21622334523,-4.156864786881479,41000.0,5.437846722219899,-1.5793477660559234,19.71659520761701,163.46803449298966,5.0,205.0,-1.7821720236409524,-0.2074640793924013,205.0,GOOD
SYN00075,L006,75,2026-01-15 00:18:45,29.957574570350445,30.89597292447034,-10.0,-4.709222691100447,87.55054158706363,UAV Magnetic,40973.910998163665,40970.2907773089,-4.597369780500415,41000.0,5.868885604402833,-0.501684258533815,-21.993316314366993,140.42731441105306,5.0,210.0,-1.7142744706563267,-0.11530860270945256,210.0,GOOD
SYN00076,L006,76,2026-01-15 00:19:00,29.957171781881833,30.91083393526029,-8.571428571428571,-4.753932211116619,86.10396117556417,UAV Magnetic,40980.18047321385,40973.81749636031,-5.058258917647432,41000.0,5.868885604402833,-0.501684258533815,-15.262952127037453,138.8350020084965,5.0,210.0,-1.6379692095298763,-0.022712791254476193,210.0,GOOD
